Khao Soi Khun Yai,"And I'm not exaggerating when I said its the best Khao Soi in the world because IT IS!!!!! I have tried other restaurants that offers Khao Soi but no one ever beats Khao Soi Khun Yai.

Please, PLEASE, never ever go to Chiang Mai without...",thefridaytraveler
Khao Soi Khun Yai,"Best khao soi in Chiang Mai,not far from old city walking along the river about 2km.So many local foods you can try here","Hong Kong, China"
Khao Soi Khun Yai,"Worth a visit, very cheap and authentic. Lots of Thais eating there. Travellers waiting for seats to become available. Khao soi was ok, the quality of the chicken just didn't do it for me though.",Australian 
Khao Soi Khun Yai,"Heard many good things - but I wasn't warned about was the wait... 

Asked for less spice, told already cooked, but could see her adding spice to the dishes.

3 tables were served before us despite arriving later.

Chased twice and still told in a...","Milton Keynes, United Kingdom"
Khao Soi Khun Yai,"I did not find this place on trip advisor or from another source but found it when driving past.  I did not actually see it but could smell it, it smelt beautiful, my nose did not disappoint me.  If you want real Chiang Mai food...",Maldives
Khao Soi Khun Yai,"Taste like Malaysia Curry noodle but stronger taste with more coconut milk and spicy. First time know that salty vegetable can be good match with curry. Love it.
I have tried Khao Soi in other restaurants but the taste is reduced, this is the best...",Navigate827950
Khao Soi Khun Yai,Traveled around Northern Thailand in search for the best Khao Soi and this place was THE BEST! Very cheap compared to other restaurants and cooked with pure soul. It is hidden away in between two temples but it's popularity has brought many tourists and hungry...,mickeydavid
Khao Soi Khun Yai,"We were there several times and each time was great. Very delicious khao soi, cheap, super spicy and rich taste. Also you should try crispy bananas:) Be ready that this place is very popular and sometimes you should wait for free place, but it worth...",DanTom0501
Khao Soi Khun Yai,"The Khao Soi here is top notch.  It's all they make.. it's run by what looks like a mother/son and another lady.  You may have to wait a bit for a table, but it's well worth it...","Cedar Rapids, Iowa"
Khao Soi Khun Yai,I am a big fan of Khao Soin and this place serves the most delicious one I have tried. A bit crowded but will be worth the wait.,fevving
Khao Soi Khun Yai,This was the best Khao Soi I’ve had.  We were forced to order the pork as they had already run out of chicken by 1pm but the pork was delicious.  Service is very slow but everyone is very nice. Authentic place with plastic tables and...,Reborn C
Khao Soi Khun Yai,We were staying around the corner at Green Tiger and ate here twice after reading the reviews. A great place and lovely spicey Khao Soi. Very basic but a lovely change from the usual tourist places. Get there by 1.30pm as the gates close when...,"London, United Kingdom"
Khao Soi Khun Yai,"We waited for around 1:15 hours but in the end it totally worth it! It was delicious and it was full of tourists. It closed before 2 pm so in case you want to go, make sure you arrive before 1:30 pm","London, United Kingdom"
Khao Soi Khun Yai,"This place won’t win any awards for cleanliness, but it’s a great bowl of northern Thailand’s famous khao soi noodles. You’re sitting in a parking lots on plastics tables and chairs under an awning - the atmosphere is street food meets tailgate BBQ. And you...",536rickf
Khao Soi Khun Yai,"My painstaking research led me here at the end of 2014. It's my first bowl of Khao Soi in Chiang Mai and I still remembered the glee. Such a small bowl of wonder! The broth was rich yet fresh, not overpoweringly creamy nor oily. The...","Portsmouth, United Kingdom"
Khao Soi Khun Yai,I tried khao soi at a few different spots in Chiang Mai and this was by far my favorite. So cheap too!,dsbali
Khao Soi Khun Yai,"Eat with the locals and enjoy a very delicious bowl of noodles! This Khao Soi was so delicious - extremely flavourful but not heavy at all. The portion is quite small, so if you're used to North American sized portions, you will find one bowl...",Larah O
Khao Soi Khun Yai,"Outdoor street food, tasty spicy khoa soi on our first day in chaing mai. Very cheap too. Its not visible from the outside wall so you walk in and its covered with small stools and tables.",InnnaKhi
Khao Soi Khun Yai,"Never had khao soi, this place recommended as best in Chiang mai, we we went. Absolutely delicious dish. Rustic hole in wall place but does a rip-roaring business! Packed, turn over is quick, so short wait. Food delivered quick, because always cooking big pots of...","Chicago, Illinois"
Khao Soi Khun Yai,"I have a Thai wife and two young children aged 7 and 11. We have been to Thailand several times and it is often difficult to find food that will satisfy them all. In the case of this little eatery, I had read the reviews...",carlamarina1979
Khao Soi Khun Yai,"I've tried many places in Chiang Mai and the surrounding areas for khao soi, and this place hands down had the best texture of all of the khao sois. The meats were stewed to perfect tenderness, and the crispy bits were a little thinner to...","Dubai, United Arab Emirates"
Khao Soi Khun Yai,"Found this place by chance and was not disappointed! Amazing Khao soi, absolutely worth a visit! It's just a shame I couldn't make it back again!","Toronto, Canada"
Khao Soi Khun Yai,"Great place for a tasty cheap lunch, I had both the chicken and the pork Khao Soi, both were equally delicious. Great view of a large white Buddha next door.","Chiang Mai, Thailand"
Khao Soi Khun Yai,We tried loads of khao suey restaurants and street vendors in Chiang Mai but this place stood out. The taste is authentic and outstanding. It’s only open 10am-2pm and is inexpensive (60 BHT for a beef khao suey),BigEastTraveler
Khao Soi Khun Yai,No frills dining venue with excellent Khao Soi at authentic prices.  Great lunch option near the city walls.,"Chiang Mai Province, Thailand"
Khao Soi Khun Yai,"The place is small, maybe only 30+ seats and only open from 10 am to 2 pm.
Word has obviously spread through social media among the student and backpacker society.
I was among many young foreign diners, who had come for the outstanding ""Khao soi"",...",227ailishh
Khao Soi Khun Yai,The Khao Soi here tasted amazing.  Good sizes portions.  We had the beef and chicken dishes.  Also tired their biryani whcih was good.,I606BVpeters
Khao Soi Khun Yai,When we arrived around noon to eat lunch here it was completely packed. We where allowed to order and waited until we could have a table. Did not have to wait for long and it was definitely worth standing for a short while to get...,dianac510
Khao Soi Khun Yai,"Seriously. It’s so good. Open until 2:00, so plan accordingly. Had both the chicken and pork and both were delicious. Noodles were perfectly cooked. This was one of the best meals I’ve ever had, and it came in at the grand total of 80 baht...","Bogota, Colombia"
Khao Soi Khun Yai,"Got the recommendation to go here from multiple people and it was the best khao soi we had in Chiang Mai. One thing to note though is all their khao soi has meat. If you are a vegetarian, you will not have options here. They...","Chiang Mai, Thailand"
Khao Soi Khun Yai,My Thai daughter in law told me I must experience the khao soi before I leave Chiang Mai - so I did. It is a must do if asked - I enjoyed the meal more than my other half who struggles with spicy food. Authentic...,"Hong Kong, China"
Khao Soi Khun Yai,"This place is right off the street. Make a right into what looks like an alley/driveway, and it's immediately on the left under some tarp covering. We actually had to make a double take as we weren't sure if we were in the right place,...",Venus_Martian
Khao Soi Khun Yai,"Tried khao soi all over Chiang Mai and THIS ONE was THE ONE.  Best flavor, best experience, best overall.  Cheap, delicious, perfect.",travelermei
Khao Soi Khun Yai,"Priced like local food at 35 baht, this hole in the ""wall"" (with no actual walls) was an amazing find. We showed up just a few minutes before closing to a ""sold out"" sign, but a soft ask yielded one of my favorite meals in...","Hook Norton, United Kingdom"
Khao Soi Khun Yai,"The entrance is hard to find, and looks more like the private driveway than an eating establishment.  Look REALLY hard, and search for the pictured tan-colored sign (all in Thai), and you'll eventually see it.

The menu consists exclusively of Khao Soi, with minor variations....",Douglas W
Khao Soi Khun Yai,"The food here is so so good, the menu is really small but their Khao Soi is one of the best we’ve had in Thailand (and we’ve had a lot!). It’s also such a steal at only 40 baht a serving!! Will be returning",Taylor P
Khao Soi Khun Yai,"For locals and visitors alike, this is Khao Soi at its best. They do very little else and have perfected the art of fast casual quality. Everything about this place is authentic. The total lack of profile, the ""unique"" order number system and the wait...",ravenret
Khao Soi Khun Yai,"I went around looking for really good khao soi, and reviews brought me right here. And this little gem didn't disappoint.

The facade and overall setup was truly humble and wouldn't raise any expectations. It was, least to say, a shack that was decently comfortable....",Munich
Khao Soi Khun Yai,"Quick service, great Khao Soi! We first tried Khao Soi in Chiang Rai and I HAD to have it again. This did not disappoint!",Sotonian
Khao Soi Khun Yai,"Nothing fancy here. Simple but delicious Khao Soi. Locals and tourist flock to this restaurant serving the delicious Khao Soi. Must come early to get a table and avoid the lunch hour rush. Or they might run out. Simple menu, Khao Soi with beef or...","New York City, New York"
